position,rank,name,lastName,uri,imageUri,worth,worthChange,age,source,industry,gender,country,title,timestamp,archivedWorth
496,496,Neil Bluhm,Bluhm,neil-bluhm,neil-bluhm,3591.107,0,77,real estate,Real Estate,M,United States,,1448641501521,3000
497,497,Steven Spielberg,Spielberg,steven-spielberg,steven-spielberg,3590.251,-3.051,68,Movies,Media,M,United States,,1448641501521,3600
498,498,Robert Rich Jr,Rich,robert-rich-jr,robert-rich-jr,3567.249,0,74,frozen foods,Food and Beverage,M,United States,,1448641501521,3200
499,499,Li Shufu,Li,li-shufu,li-shufu,3565.169,-94.387,52,automobiles,Automotive,M,China,,1448641501521,2400
500,500,Sudhir & Samir Mehta,Mehta,sudhir-samir-mehta,sudhir-samir-mehta,3564.187,24.429,,diversified,Diversified,M,India,,1448641501521,3000
501,501,Lee Shin Cheng,Lee,lee-shin-cheng,lee-shin-cheng,3562.538,156.52,76,"palm oil, real estate",Manufacturing,M,Malaysia,,1448641501521,4600
502,502,Anil Ambani,Ambani,anil-ambani,anil-ambani,3561.808,122.232,56,diversified,Diversified,M,India,,1448641501521,4000
503,503,Haim Saban,Saban,haim-saban,haim-saban,3556.528,2.19,71,"TV network, investments",Media,M,United States,,1448641501521,3500
504,504,Filaret Galchev,Galchev,filaret-galchev,filaret-galchev,3551.807,-32.678,52,construction materials,Construction & Engineering,M,Russia,,1448641501521,4400
505,505,Peter Kellogg,Kellogg,peter-kellogg,no-pic,3537.232,20.005,73,investments,Investments,M,United States,,1448641501521,3300
506,506,Yitzhak Tshuva,Tshuva,yitzhak-tshuva,yitzhak-tshuva,3526.733,-33.849,67,real estate,Real Estate,M,Israel,,1448641501521,3600
507,507,Friede Springer,Springer,friede-springer,friede-springer,3521.902,31.339,73,publishing,Media,F,Germany,,1448641501521,4000
508,508,Mike Adenuga,Adenuga,mike-adenuga,mike-adenuga,3518.577,0,62,"telcom, oil",Diversified,M,Nigeria,,1448641501521,4200
509,509,Martin & Olivier Bouygues,Bouygues,martin-olivier-bouygues,martin-olivier-bouygues,3514.965,42.032,,"construction, media",Construction & Engineering,M,France,,1448641501521,3600
510,510,Ma Jianrong,Ma,ma-jianrong,ma-jianrong,3508.395,-15.501,51,"textiles, apparel",Fashion and Retail,M,China,,1448641501521,2800
511,511,Lynn Schusterman,Schusterman,lynn-schusterman,lynn-schusterman,3500,0,76,"oil & gas, investments",Energy,F,United States,,1448641501521,3700
512,512,Ronald Lauder,Lauder,ronald-lauder,ronald-lauder,3498.035,0.552,71,Estee Lauder,Fashion and Retail,M,United States,,1448641501521,3900
513,513,Lu Xiangyang,Lu,lu-xiangyang,lu-xiangyang,3491.131,-259.539,52,"automobiles, batteries",Automotive,M,China,,1448641501521,2500
514,514,Jiang Bin,Jiang,jiang-bin,jiang-bin,3487.376,-376.712,49,acoustic components,Technology,M,China,,1448641501521,3300
515,515,Michael Platt,Platt,michael-platt,michael-platt,3482,0,47,hedge funds,Finance,M,United Kingdom,"Founder, BlueCrest Capital Management",1448641501521,3500
516,516,Kwon Hyuk-Bin,Kwon,kwon-hyuk-bin,kwon-hyuk-bin,3458.311,0,41,online games,Technology,M,South Korea,,1448641501521,2000
517,517,Isabel dos Santos,dos Santos,isabel-dos-santos,isabel-dos-santos,3439.437,11.956,42,investments,Investments,F,Angola,,1448641501521,3300
518,518,Edward DeBartolo Jr,DeBartolo,edward-debartolo-jr,edward-debartolo-jr,3438.683,34.834,69,shopping centers,Real Estate,M,United States,,1448641501521,3500
519,519,Rosa Anna Magno Garavoglia,Garavoglia,rosa-anna-magno-garavoglia,no-pic-female,3431.897,-18.843,,spirits,Food and Beverage,F,Italy,,1448641501521,2900
520,520,Leon G. Cooperman,Cooperman,leon-g-cooperman,leon-g-cooperman,3430,0,72,hedge funds,Investments,M,United States,"Founder, Omega Advisors, Inc.",1448641501521,3700
521,521,H. Fisk Johnson,Johnson,h-fisk-johnson,h-fisk-johnson,3413.855,0.942,57,cleaning products,Manufacturing,M,United States,,1448641501521,3100
522,521,Helen Johnson-Leipold,Johnson-Leipold,helen-johnson-leipold,helen-johnson-leipold,3413.855,0.942,58,cleaning products,Manufacturing,F,United States,,1448641501521,3100
523,521,Imogene Powers Johnson,Johnson,imogene-powers-johnson,imogene-powers-johnson,3413.855,0.942,85,cleaning products,Manufacturing,F,United States,,1448641501521,3100
524,521,S. Curtis Johnson,Johnson,s-curtis-johnson,s-curtis-johnson,3413.855,0.942,60,cleaning products,Manufacturing,M,United States,,1448641501521,3100
525,521,Winnie Johnson-Marquart,Johnson-Marquart,winnie-johnson-marquart,winnie-johnson-marquart,3413.855,0.942,56,cleaning products,Manufacturing,F,United States,,1448641501521,3100
526,526,Joan Tisch,Tisch,joan-tisch,joan-tisch,3407.775,1.024,89,diversified,Investments,F,United States,,1448641501521,3200
527,527,Jeff Sutton,Sutton,jeff-sutton,no-pic,3407,0,55,real estate,Real Estate,M,United States,,1448641501521,3200
528,528,John Catsimatidis,Catsimatidis,john-catsimatidis,john-catsimatidis,3406,0,67,"oil, real estate",Energy,M,United States,,1448641501521,3100
529,529,Anthony Pritzker,Pritzker,anthony-pritzker,anthony-pritzker,3405.767,-1.423,54,"hotels, investments",Service,M,United States,,1448641501521,3400
530,530,Wang Jing,Wang,wang-jing,wang-jing,3401.648,-174.68,42,telecom services,Telecom,M,China,,1448641501521,6900
531,531,Christa Gelpke,Gelpke,christa-gelpke,no-pic-female,3400,0,,pharmaceuticals,Medicine,F,Germany,,1448641501521,3400
532,532,Jay Robert (J.B.) Pritzker,Pritzker,jay-robert-jb-pritzker,jay-robert-jb-pritzker,3399.056,-1.392,50,"hotels, investments",Investments,M,United States,,1448641501521,3400
533,533,Clayton Mathile,Mathile,clayton-mathile,clayton-mathile,3388.747,-0.059,74,pet food,Food and Beverage,M,United States,,1448641501521,3400
534,534,David Consunji,Consunji,david-consunji,david-consunji,3386.931,-78.755,94,construction,Construction & Engineering,M,Philippines,,1448641501521,4100
535,535,Oleg Deripaska,Deripaska,oleg-deripaska,oleg-deripaska,3377.482,-3.299,47,"aluminum, utilities",Metals & Mining,M,Russia,,1448641501521,6200
536,536,Abilio dos Santos Diniz,Diniz,abilio-dos-santos-diniz,abilio-dos-santos-diniz,3370.419,-2.007,78,retail,Fashion and Retail,M,Brazil,,1448641501521,4400
537,537,Masahiro Miki,Miki,masahiro-miki,masahiro-miki,3355.17,-4.19,60,retail,Fashion and Retail,M,Japan,,1448641501521,3300
538,538,Michael Pieper,Pieper,michael-pieper,michael-pieper,3343.411,7.12,69,kitchen appliances,Manufacturing,M,Switzerland,"CEO of Artemis Group, Artemis Real Estate Partners",1448641501521,3300
539,539,Robert McNair,McNair,robert-mcnair,robert-mcnair,3341,0,78,"energy, sports",Sports,M,United States,,1448641501521,2400
540,540,Teddy Sagi,Sagi,teddy-sagi,teddy-sagi,3338.724,25.567,44,gambling software,Gaming,M,Israel,,1448641501521,3300
541,541,Antti Herlin,Herlin,antti-herlin,antti-herlin,3337.721,-9.931,59,"elevators, escalators",Manufacturing,M,Finland,,1448641501521,3600
542,542,Tom Gores,Gores,tom-gores,tom-gores,3335,0,51,private equity,Investments,M,United States,,1448641501521,3200
543,543,Jeff Greene,Greene,jeff-greene,jeff-greene,3330,0,60,"real estate, investments",Real Estate,M,United States,,1448641501521,3000
544,544,Liu Zhongtian,Liu,liu-zhongtian,liu-zhongtian,3327.758,-29.167,51,aluminum products,Manufacturing,M,China,,1448641501521,2700
545,545,Nan Cunhui,Nan,nan-cunhui,nan-cunhui,3320.804,1534.696,52,electrical power equipment,Manufacturing,M,China,,1448641501521,1500
546,546,Akira Mori,Mori,akira-mori,akira-mori,3318.764,0,79,real estate,Real Estate,M,Japan,,1448641501521,3700
547,547,Elizabeth Mohn,Mohn,elizabeth-mohn,elizabeth-mohn,3307.676,0,74,media,Media,F,Germany,,1448641501521,3600
548,548,Antonio Del Valle Ruiz,Del Valle Ruiz,antonio-del-valle-ruiz,antonio-del-valle-ruiz,3305.299,-41.624,77,chemicals,Manufacturing,M,Mexico,,1448641501521,3700
549,549,Zhang Shiping,Zhang,zhang-shiping,zhang-shiping,3304.501,-59.295,68,aluminum products,Metals & Mining,M,China,,1448641501521,4100
550,550,Brian Chesky,Chesky,brian-chesky,brian-chesky,3300,0,34,Airbnb,Technology,M,United States,"CEO and Cofounder, Airbnb, Inc.",1448641501521,1900
551,550,Joe Gebbia,Gebbia,joe-gebbia,joe-gebbia,3300,0,34,Airbnb,Technology,M,United States,"CPO & Cofounder, Airbnb, Inc.",1448641501521,1900
552,550,Nathan Blecharczyk,Blecharczyk,nathan-blecharczyk,nathan-blecharczyk,3300,0,32,Airbnb,Technology,M,United States,,1448641501521,1900
553,553,Bachtiar Karim,Karim,bachtiar-karim,no-pic,3294,0,58,manufacturing,Manufacturing,M,Indonesia,,1448641501521,2000
554,554,Aloys Wobben,Wobben,aloys-wobben,aloys-wobben,3293.945,0,63,wind turbines,Energy,M,Germany,,1448641501521,4200
555,555,Stephan Schmidheiny,Schmidheiny,stephan-schmidheiny,stephan-schmidheiny,3292,0,68,investments,Investments,M,Switzerland,,1448641501521,3300
556,556,Stephen Bisciotti,Bisciotti,stephen-bisciotti,stephen-bisciotti,3286.691,0,55,"outsourcing, football",Sports,M,United States,"Owner, Baltimore Ravens",1448641501521,2700
557,557,Siegfried Meister,Meister,siegfried-meister,no-pic,3275.494,-8.731,77,appliances,Manufacturing,M,Germany,,1448641501521,2900
558,558,Ingvar Kamprad,Kamprad,ingvar-kamprad,ingvar-kamprad,3270.78,0,89,Ikea,Fashion and Retail,M,Sweden,,1448641501521,3500
559,559,Rahel Blocher,Blocher,rahel-blocher,no-pic-female,3252.545,-31.326,39,chemicals,Manufacturing,F,Switzerland,,1448641501521,3500
560,560,Yuri Milner,Milner,yuri-milner,yuri-milner,3251.687,-9.662,54,"Facebook, investments",Investments,M,Russia,"Partner, Digital Sky Technologies",1448641501521,3200
561,561,Jack Dangermond,Dangermond,jack-dangermond,jack-dangermond,3244.599,0,70,mapping software,Technology,M,United States,,1448641501521,2900
562,562,Oprah Winfrey,Winfrey,oprah-winfrey,oprah-winfrey,3242.154,-3.717,61,TV shows,Media,F,United States,,1448641501521,3000
563,563,Shi Yuzhu,Shi,shi-yuzhu,shi-yuzhu,3241.473,-31.647,53,"online games, investments",Diversified,M,China,,1448641501521,3900
564,564,Anthony Pratt,Pratt,anthony-pratt,anthony-pratt,3239.043,0,55,manufacturing,Manufacturing,M,Australia,,1448641501521,3600
565,565,Chung Eui-Sun,Chung,chung-eui-sun,chung-eui-sun,3237.574,-41.671,45,logistics,Logistics,M,South Korea,,1448641501521,3800
566,566,Martin Viessmann,Viessmann,martin-viessmann,martin-viessmann,3229.432,0,62,heating equipment,Manufacturing,M,Germany,,1448641501521,3500
567,567,Axel Oberwelland,Oberwelland,axel-oberwelland,no-pic,3225.285,0,48,candy,Food and Beverage,M,Germany,,1448641501521,3300
568,568,Chen Jianhua,Chen,chen-jianhua,chen-jianhua,3224.201,0,44,chemicals,Manufacturing,M,China,,1448641501521,1400
569,569,Yang Kai,Yang,yang-kai,yang-kai,3218.276,37.899,58,dairy products,Food and Beverage,M,China,,1448641501521,1400
570,570,James Leprino,Leprino,james-leprino,no-pic,3214.047,0,78,cheese,Food and Beverage,M,United States,"Chairman, Leprino Foods",1448641501521,3000
571,571,Gwendolyn Sontheim Meyer,Meyer,gwendolyn-sontheim-meyer,no-pic-female,3212.227,0,54,Cargill,Food and Beverage,F,United States,,1448641501521,3700
572,572,Suleiman Kerimov,Kerimov,suleiman-kerimov,suleiman-kerimov,3207.581,-64.329,49,investments,Investments,M,Russia,,1448641501521,3400
573,573,Issad Rebrab,Rebrab,issad-rebrab,issad-rebrab,3197.084,0,71,food,Food and Beverage,M,Algeria,,1448641501521,3100
574,574,P.V. Ramprasad Reddy,Reddy,pv-ramprasad-reddy,pv-ramprasad-reddy,3186.74,-69.013,57,pharmaceuticals,Medicine,M,India,,1448641501521,2300
575,575,Kim Jung-Ju,Kim,kim-jung-ju,kim-jung-ju,3177.498,17.824,47,online games,Technology,M,South Korea,,1448641501521,1800
576,576,Que Wenbin,Que,que-wenbin,no-pic,3157.781,560.47,52,pharmaceuticals,Medicine,M,China,,1448641501521,1300
577,577,Magdalena Martullo-Blocher,Martullo-Blocher,magdalena-martullo-blocher,magdalena-martullo-blocher,3144.86,-31.199,46,chemicals,Manufacturing,F,Switzerland,,1448641501521,3400
578,578,Howard Schultz,Schultz,howard-schultz,howard-schultz,3144.698,-5.458,62,Starbucks,Food and Beverage,M,United States,"Chairman and CEO, Starbucks",1448641501521,2500
579,579,Kenneth Langone,Langone,kenneth-langone,kenneth-langone,3142.792,16.677,80,investments,Investments,M,United States,,1448641501521,2600
580,580,Eddie & Sol Zakay,Zakay,eddie-sol-zakay,no-pic,3139.858,0,64,real estate,Real Estate,M,United Kingdom,,1448641501521,3100
581,581,Abdulla Al Futtaim,Al Futtaim,abdulla-al-futtaim,abdulla-al-futtaim,3138.716,0,,"auto dealers, investments",Automotive,M,United Arab Emirates,,1448641501521,3200
582,582,Heinz-Georg Baus,Baus,heinz-georg-baus,no-pic,3125.644,0,81,home improvement stores,Fashion and Retail,M,Germany,,1448641501521,3350
583,583,Cai Dongqing,Cai,cai-dongqing-2,cai-dongqing-2,3119.446,-326.672,46,animation,Media,M,China,,1448641501521,1750
584,584,Jiang Wei,Jiang,jiang-wei,jiang-wei,3118.551,-295.621,53,pharmaceuticals,Healthcare,M,China,,1448641501521,1700
585,585,Amos Hostetter Jr,Hostetter,amos-hostetter-jr,amos-hostetter-jr,3115.362,-0.741,78,cable television,Media,M,United States,"Chair, Pilot House Associates",1448641501521,3100
586,586,Alain Bouchard,Bouchard,alain-bouchard,alain-bouchard,3114.11,-1.056,66,retail,Fashion and Retail,M,Canada,"Chairman and CEO, Alimentation Couche Tard Inc. Cl A",1448641501521,2500
587,587,Ken Fisher,Fisher,ken-fisher,ken-fisher,3110.647,0,64,money management,Investments,M,United States,,1448641501521,2800
588,588,Erich Kellerhals,Kellerhals,erich-kellerhals,erich-kellerhals,3102.184,0,76,electronics retailer,Fashion and Retail,M,Germany,,1448641501521,3400
589,589,Xiao Wenge,Xiao,xiao-wenge,xiao-wenge,3094.141,-20.645,48,entertainment,Media,M,China,,1448641501521,2100
590,590,Bernard Saul II,Saul,bernard-saul-ii,bernard-saul-ii,3093.313,5.695,83,"banking, real estate",Investments,M,United States,"Chairman and CEO, Saul Centers Inc.",1448641501521,2600
591,591,John Paul DeJoria,DeJoria,john-paul-dejoria,john-paul-dejoria,3089.872,0,71,"hair products, tequila",Fashion and Retail,M,United States,,1448641501521,2800
592,592,Iskander Makhmudov,Makhmudov,iskander-makhmudov,iskander-makhmudov,3088.788,0,51,"mining, metals, machinery",Metals & Mining,M,Russia,,1448641501521,3500
593,593,George Lindemann,Lindemann,george-lindemann,george-lindemann,3085.714,-20.203,79,investments,Investments,M,United States,,1448641501521,3900
594,594,Michael Moritz,Moritz,michael-moritz,michael-moritz,3085.305,6.841,61,venture capital,Technology,M,United States,"Chairman, Sequoia Capital",1448641501521,2600
595,595,Wang Yusuo,Wang,wang-yusuo,wang-yusuo,3080.12,-126.303,51,natural gas distribution,Energy,M,China,,1448641501521,2700
596,596,Donald Sterling,Sterling,donald-sterling,donald-sterling,3070.717,0,79,real estate,Real Estate,M,United States,,1448641501521,2900
597,597,Riley Bechtel,Bechtel,riley-bechtel,riley-bechtel,3065.509,0,63,"engineering, construction",Construction & Engineering,M,United States,"Chairman and CEO, Bechtel Corp.",1448641501521,3900
598,597,Stephen Bechtel Jr,Bechtel,stephen-bechtel-jr,stephen-bechtel-jr,3065.509,0,90,"engineering, construction",Construction & Engineering,M,United States,"Former Chairman, Bechtel Corp.",1448641501521,3900
599,599,Barry Lam,Lam,barry-lam,barry-lam,3062.402,3.383,66,computers,Technology,M,Taiwan,,1448641501521,4100
600,600,Zhang Guiping,Zhang,zhang-guiping,zhang-guiping,3062.274,130.2,64,real estate,Real Estate,M,China,,1448641501521,1400
601,601,Andreas Struengmann,Struengmann,andreas-struengmann,andreas-struengmann,3058.736,0,65,pharmaceuticals,Healthcare,M,Germany,,1448641501521,3300
602,602,Stephen Rubin,Rubin,stephen-rubin,stephen-rubin,3057.549,0,78,sports apparel,Fashion and Retail,M,United Kingdom,,1448641501521,3000
603,603,Lin Xiucheng,Lin,lin-xiucheng,lin-xiucheng,3055.688,-189.449,60,electronics,Technology,M,China,,1448641501521,1800
604,604,Renzo Rosso,Rosso,renzo-rosso,renzo-rosso,3051.76,4.236,60,fashion retail,Fashion and Retail,M,Italy,,1448641501521,3200
605,605,Daryl Katz,Katz,daryl-katz,daryl-katz,3051.489,0,54,pharmacies,Fashion and Retail,M,Canada,"Chairman, Katz Group",1448641501521,3300
606,606,Lijie Cui,Cui,lijie-cui,no-pic-female,3048.474,-111.53,,gambling,Gaming,F,Hong Kong,,1448641501521,1000
607,607,Robert Duggan,Duggan,robert-duggan,robert-duggan,3048.235,-16.335,71,pharmaceuticals,Healthcare,M,United States,,1448641501521,2300
608,608,Tse Ping,Tse,tse-ping,tse-ping,3047.64,-178.938,63,pharmaceuticals,Healthcare,M,China,,1448641501521,2000
609,609,David Rockefeller Sr,Rockefeller,david-rockefeller-sr,david-rockefeller-sr,3038,0,100,"oil, banking",Energy,M,United States,,1448641501521,3000
610,610,Thomas Struengmann,Struengmann,thomas-struengmann,thomas-struengmann,3026.93,0,65,pharmaceuticals,Healthcare,M,Germany,,1448641501521,3300
611,611,Lee Jay-Hyun,Lee,lee-jay-hyun,lee-jay-hyun,3026.077,115.43,55,food products/entertainment,Diversified,M,South Korea,,1448641501521,2200
612,612,Mark Cuban,Cuban,mark-cuban,mark-cuban,3013.098,-0.33,57,online media,Media,M,United States,"Owner, Dallas Mavericks",1448641501521,3000
613,613,Li Shuirong,Li,li-shuirong,li-shuirong,3011.645,-154.089,59,petrochemicals,Manufacturing,M,China,,1448641501521,1800
614,614,Shaul Shani,Shani,shaul-shani,no-pic,3005,0,60,telecom,Telecom,M,Israel,,1448641501521,3000
615,615,Naguib Sawiris,Sawiris,naguib-sawiris,naguib-sawiris,2996.489,-6.632,61,telecom,Telecom,M,Egypt,,1448641501521,3100
616,616,Wang Changtian,Wang,wang-changtian,wang-changtian,2993.963,-148.175,50,"TV, movie production",Media,M,China,,1448641501521,2300
617,617,Luo Jye,Luo,luo-jye,luo-jye,2993.403,-14.95,89,tires,Automotive,M,Taiwan,,1448641501521,4300
618,618,David Murdock,Murdock,david-murdock,david-murdock,2970.46,0,92,"Dole, real estate",Food and Beverage,M,United States,,1448641501521,3100
619,619,Denise Coates,Coates,denise-coates,denise-coates,2959.226,0,48,online gambling,Gaming,F,United Kingdom,"Founder and Joint CEO, Bet365",1448641501521,2500
620,620,Enrique Razon Jr,Razon,enrique-razon-jr,enrique-razon-jr,2955.273,-6.406,55,ports,Logistics,M,Philippines,,1448641501521,5200
621,621,Chen Fashu,Chen,chen-fashu,chen-fashu,2951.012,-73.776,55,"mining, hypermarkets",Diversified,M,China,,1448641501521,2800
622,622,Simon Xie,Xie,simon-xie,simon-xie,2947,0,45,online payment service,Technology,M,China,,1448641501521,1600
623,623,Thomas Pritzker,Pritzker,thomas-pritzker,thomas-pritzker,2945.304,-5.302,65,"hotels, investments",Investments,M,United States,"Executive Chairman, Hyatt Hotels",1448641501521,3200
624,624,Zygmunt Solorz-Zak,Solorz-Zak,zygmunt-solorz-zak,zygmunt-solorz-zak,2942.026,-9.978,59,TV broadcasting,Media,M,Poland,,1448641501521,3200
625,625,Jimmy Haslam,Haslam,jimmy-haslam,jimmy-haslam,2941.027,0,61,"gas stations, retail",Fashion and Retail,M,United States,"CEO, Pilot Flying J",1448641501521,2800
626,626,Herbert Louis,Louis,herbert-louis,no-pic,2940.222,0,87,cleaning products,Manufacturing,M,United States,,1448641501521,2200
627,626,Josephine Louis,Louis,josephine-louis,no-pic-female,2940.222,0,85,cleaning products,Manufacturing,F,United States,,1448641501521,2200
628,628,Dagmar Dolby,Dolby,dagmar-dolby,dagmar-dolby,2935.746,10.125,74,Dolby Laboratories,Technology,F,United States,,1448641501521,3200
629,629,Daniel Och,Och,daniel-och,daniel-och,2924.452,10.201,54,hedge funds,Investments,M,United States,"Chairman and CEO, Och-Ziff Capital Management Group",1448641501521,3800
630,630,John Arnold,Arnold,john-arnold,john-arnold,2919,0,41,hedge funds,Investments,M,United States,"Founder, Centaurus Advisors",1448641501521,2600
